,unitid,inst_name,state_abbr,latitude,longitude,url_athletes,member_conf_baseball,member_ncaa,member_naia,member_njcaa,conf_number_baseball,est_fte,level_of_study,ftpt,income_level,average_grant,net_price,number_applied,number_admitted,number_enrolled_total,sex,reqt_test_scores,sat_crit_read_75_pctl,sat_math_75_pctl,Acceptance_Rate,CONFNO3,Conference_Name,School,...1,instnm,stabbr,city,zip,ugds,insturl,tuitionfee_in,tuitionfee_out,locale,adm_rate,sat_avg,admcon7,npt4_pub,npt4_priv,npt45_pub,npt45_priv,year.x,ID,team_name,Division,Common name...5,Nickname,City,State,Primary,...10,...11,team_id,division.x,year.y,wins,losses,ties,team_name.y.y,division.y,season,total_players,avg_p_height_in,avg_other_height_in,count_Fr,count_So,count_Jr,count_Sr,count_Other,top_state_1,top_state_2,top_state_3,top_state_1_count,top_state_2_count,top_state_3_count
777,229814,West Texas A & M University,TX,34.982789,-101.914736,https://www.wtamu.edu/student-support/student-judicial-affairs/student-right-to-know-and-campus-security-act.html,Yes,Yes,No,No,147,5856,Undergraduate,Full-time,$110 ,23,22649,5743,5573,1291,Total,Considered,600,588,0.970398746,147,Lone Star Conference,West Texas A & M University,3219,West Texas A & M University,TX,Canyon,79016-0001,6771,https://www.wtamu.edu/,9101,10996,31,0.9735,1072,5,20841,NA,23378,NA,latest,767,West Tex. A&M,2,West Texas A&M University,Buffaloes,Canyon,TX,Lone Star Conference,NA,NA,596948,2,2025,31,21,0,West Tex. A&M,2,2025,36,74.17647059,71.16666667,2,3,9,22,0,TX,CA,AZ,18,3,2
778,230038,Brigham Young University,UT,40.250851,-111.649281,NA,Yes,Yes,No,No,136,30683,Undergraduate,Full-time,$110 ,764,19055,11608,6870,5413,Total,Considered,720,720,0.591833218,136,West Coast Conference,Brigham Young University,3224,Brigham Young University,UT,Provo,84602,32221,https://byu.edu/,6496,6496,12,0.6919,1376,5,NA,14487,NA,20042,latest,77,BYU,1,BYU,Cougars,Provo,UT,Big 12 Conference,NA,NA,596499,1,2025,28,27,0,BYU,1,2025,40,73.15789474,72.28571429,10,8,13,9,0,UT,CA,CO,7,2,1
779,230764,University of Utah,UT,40.762484,-111.846044,NA,Yes,Yes,No,No,127,23355,Undergraduate,Full-time,$110 ,4547,14344,18302,17381,5361,Total,Considered,690,700,0.949677631,127,Pacific-12 Conference,University of Utah,3242,University of Utah,UT,Salt Lake City,84112-9008,26041,www.utah.edu/,9315,29837,12,0.8717,1231,5,13172,NA,17278,NA,latest,732,Utah,1,Utah,Utes[ay],Salt Lake City,UT,Big 12 Conference,NA,NA,596432,1,2025,21,29,0,Utah,1,2025,39,73.84210526,72.6,15,7,8,9,0,CA,Canada,NV,9,5,5
780,231420,Averett University,VA,36.577287,-79.413203,NA,Yes,Yes,No,No,171,1060,Undergraduate,Full-time,$110 ,22113,28127,3462,1652,231,Total,Considered,570,585,0.47718082,171,USA South Athletic Conference,Averett University,3260,Averett University,VA,Danville,24541,1162,https://www.averett.edu/,38550,38550,32,0.478,1054,5,NA,23262,NA,27470,latest,44,Averett,3,Averett University,Cougars,Danville,VA,Old Dominion Athletic Conference,NA,NA,597220,3,2025,20,16,0,Averett,3,2025,44,72.58333333,72.09375,10,12,9,13,0,SC,NY,TX,2,1,1
781,231581,Bridgewater College,VA,38.378484,-78.969007,NA,Yes,Yes,No,No,192,1411,Undergraduate,Full-time,$110 ,31482,22318,3388,2544,398,Total,Considered,620,630,0.750885478,192,Old Dominion Athletic Conference,Bridgewater College,3263,Bridgewater College,VA,Bridgewater,22812-1599,1388,https://www.bridgewater.edu/,41350,41350,23,0.9081,1225,5,NA,20173,NA,21465,latest,75,Bridgewater (VA),3,Bridgewater College,Eagles,Bridgewater,VA,Old Dominion Athletic Conference,NA,NA,597231,3,2025,26,16,1,Bridgewater (VA),3,2025,49,72.63157895,71.51851852,10,15,17,6,1,VA,NY,PA,21,1,1
782,231712,Christopher Newport University,VA,37.062495,-76.494364,NA,Yes,Yes,No,No,164,4327,Undergraduate,Full-time,$110 ,2553,28609,6699,5931,1012,Total,Considered,670,650,0.885356023,164,Capital Athletic Conference,Christopher Newport University,3268,Christopher Newport University,VA,Newport News,23606-3072,4402,https://cnu.edu/,16351,30988,12,0.8796,1207,5,22197,NA,30024,NA,latest,139,Chris. Newport,3,Christopher Newport University,Captains,Newport News,VA,Coast to Coast Athletic Conference,NA,NA,597251,3,2025,21,18,0,Chris. Newport,3,2025,50,73.2,71.7,9,8,21,12,0,VA,CT,NY,21,2,2
783,232043,Eastern Mennonite University,VA,38.471134,-78.880326,NA,Yes,Yes,No,No,192,874,Undergraduate,Full-time,$110 ,25138,28696,1090,1038,208,Total,Considered,790,800,0.952293578,192,Old Dominion Athletic Conference,Eastern Mennonite University,3275,Eastern Mennonite University,VA,Harrisonburg,22802-2462,800,https://emu.edu/,41860,41860,13,0.9975,NA,3,NA,23615,NA,31526,latest,203,East. Mennonite,3,Eastern Mennonite University,Royals,Harrisonburg,VA,Old Dominion Athletic Conference,NA,NA,597271,3,2025,13,23,0,East. Mennonite,3,2025,48,72.5,70,12,15,12,9,0,VA,NA,NA,1,NA,NA
784,232025,Emory & Henry College,VA,36.772857,-81.829142,NA,Yes,Yes,No,No,160,1056,Undergraduate,Full-time,$110 ,28032,24527,2260,1971,390,Total,Neither required nor recommended,NA,NA,0.872123894,160,South Atlantic Conference,Emory & Henry College,3274,Emory & Henry University,VA,Emory,24327-0947,1107,www.ehc.edu/,35280,35280,41,0.963,1171,5,NA,20591,NA,23722,latest,216,Emory & Henry,2,Emory & Henry University,Wasps,Emory,VA,South Atlantic Conference,NA,NA,596878,2,2025,17,33,0,Emory & Henry,2,2025,49,72,69.5,15,4,17,13,0,NA,NA,NA,NA,NA,NA
785,232089,Ferrum College,VA,36.926912,-80.021639,www.ferrum.edu/academic-affairs/institutional-research-effectiveness/heoa-disclosures-student-consumer-information/,Yes,Yes,No,No,192,907,Undergraduate,Full-time,$110 ,4791,47477,1671,1277,220,Total,Considered,590,590,0.764213046,192,Old Dominion Athletic Conference,Ferrum College,3277,Ferrum College,VA,Ferrum,24088-9000,745,www.ferrum.edu/,38320,38320,42,1,990,5,NA,22085,NA,28515,latest,225,Ferrum,NA,NA,NA,NA,NA,NA,NA,NA,597279,3,2025,20,22,0,Ferrum,3,2025,48,72.55555556,73.5,8,13,15,12,0,NA,NA,NA,NA,NA,NA
786,232186,George Mason University,VA,38.829976,-77.307428,https://oiep.gmu.edu/wp-content/uploads/2021/01/NCAA_Student_Athlete-Federal-Graduation-Rate-Report_2013_Cohort.pdf,Yes,Yes,No,No,103,24711,Undergraduate,Full-time,$110 ,2044,24224,20527,18741,3986,Total,Considered,670,680,0.912992644,103,Atlantic 10 Conference,George Mason University,3278,George Mason University,VA,Fairfax,22030-4444,27083,https://www2.gmu.edu/,13815,39397,21,0.8883,1247,5,18287,NA,25247,NA,latest,248,George Mason,1,George Mason,Patriots,Fairfax[L 6],VA,Atlantic 10 Conference,NA,NA,596548,1,2025,40,21,0,George Mason,1,2025,37,72.9047619,72.1875,9,9,11,8,0,VA,MD,FL,12,4,3
787,232256,Hampden-Sydney College,VA,37.240615,-78.464216,NA,Yes,Yes,No,No,192,833,Undergraduate,Full-time,$110 ,31616,35252,2907,1070,222,Total,Considered,650,610,0.368077055,192,Old Dominion Athletic Conference,Hampden-Sydney College,3280,Hampden-Sydney College,VA,Hampden-Sydney,23943-0128,876,www.hsc.edu/,52388,52388,42,0.5013,1168,5,NA,24668,NA,33760,latest,269,Hampden-Sydney,3,Hampden–Sydney College,Tigers,Hampden Sydney,VA,Old Dominion Athletic Conference,NA,NA,597292,3,2025,19,23,0,Hampden-Sydney,3,2025,46,NA,68,18,9,11,8,0,VA,NA,NA,1,NA,NA
788,232423,James Madison University,VA,38.436311,-78.870484,https://web3.ncaa.org/aprsearch/public_reports/inst2020/317.pdf?v=1567780311556,Yes,Yes,No,No,110,19512,Undergraduate,Full-time,$110 ,947,28096,21176,18265,4767,Total,Considered,660,650,0.862533056,110,Colonial Athletic Association,James Madison University,3284,James Madison University,VA,Harrisonburg,22807,20497,www.jmu.edu/,13576,30790,13,0.7625,1247,5,21816,NA,28869,NA,latest,317,James Madison,1,James Madison,Dukes,Harrisonburg,VA,Sun Belt Conference,NA,NA,596573,1,2025,17,38,0,James Madison,1,2025,40,73.68421053,71.95,15,9,9,7,0,VA,NJ,NC,15,5,4
789,232557,Liberty University,VA,37.350232,-79.18222,www.liberty.edu/financeadmin/financialaid/index.cfm?PID=21792,Yes,Yes,No,No,135,43629,Undergraduate,Full-time,$110 ,10373,31590,28448,28244,5461,Total,Recommended,NA,NA,0.992829021,135,Atlantic Sun Conference,Liberty University,3286,Liberty University,VA,Lynchburg,24515,50059,https://www.liberty.edu/,21222,21222,13,0.9932,NA,3,NA,29552,NA,31028,latest,355,Liberty,1,Liberty,Flames[ac],Lynchburg,VA,Conference USA,NA,NA,596581,1,2025,30,27,0,Liberty,1,2025,39,73.8,73.6,8,9,15,7,0,PA,CO,DE,3,1,1
790,232566,Longwood University,VA,37.301137,-78.39575,web3.ncaa.org/aprsearch/public_reports/inst2019/363.pdf?v=1599161396925,Yes,Yes,No,No,106,3283,Undergraduate,Full-time,$110 ,5046,26455,5977,5378,718,Total,Considered,600,570,0.8997825,106,Big South Conference,Longwood University,3287,Longwood University,VA,Farmville,23909,2957,www.longwood.edu/,15200,27410,32,0.848,1117,5,20814,NA,26405,NA,latest,363,Longwood,1,Longwood,Lancers,Farmville,VA,Big South Conference,NA,NA,596582,1,2025,14,38,0,Longwood,1,2025,40,73.55,71.9,16,6,8,10,0,VA,NC,IL,23,4,2
791,232706,Marymount University,VA,38.905562,-77.128785,NA,Yes,Yes,No,No,375,1907,Undergraduate,Full-time,$110 ,26147,24775,2375,1987,331,Total,Neither required nor recommended,NA,NA,0.836631579,375,Atlantic East Conference,Marymount University,3293,Marymount University,VA,Arlington,22207-4299,1795,https://www.marymount.edu/,39050,39050,12,0.8052,NA,3,NA,25153,NA,28619,latest,394,Marymount (VA),3,Marymount University,Saints,Arlington,VA,Atlantic East Conference,NA,NA,597326,3,2025,24,21,0,Marymount (VA),3,2025,52,72.84615385,71.11111111,2,8,15,18,9,VA,FL,NJ,27,4,3
792,232937,Norfolk State University,VA,36.848429,-76.261375,web1.ncaa.org/GSRSearch/exec/homePage,Yes,Yes,No,No,121,4601,Undergraduate,Full-time,$110 ,6531,19508,6490,5753,1113,Total,Required,553,530,0.886440678,121,Mid-Eastern Athletic Conference,Norfolk State University,3300,Norfolk State University,VA,Norfolk,23504-8000,5495,www.nsu.edu/,9910,21412,12,0.8746,980,5,12973,NA,18020,NA,latest,485,Norfolk St.,1,Norfolk State,Spartans,Norfolk,VA,Mid-Eastern Athletic Conference,NA,NA,596626,1,2025,4,38,0,Norfolk St.,1,2025,31,75,73,6,9,12,4,0,VA,NC,AZ,11,2,1
793,232982,Old Dominion University,VA,36.886418,-76.30666,https://www.odu.edu/about/compliance/transparency/schev-profile#.VdUJ8FNVikp,Yes,Yes,No,No,111,15887,Undergraduate,Full-time,$110 ,3441,22619,13586,13074,2899,Total,Required,620,600,0.962314147,111,Conference USA,Old Dominion University,3302,Old Dominion University,VA,Norfolk,23529,17521,www.odu.edu/,12262,32662,12,0.9052,1190,1,14170,NA,22658,NA,latest,523,Old Dominion,1,Old Dominion,Monarchs,Norfolk,VA,Sun Belt Conference,NA,NA,596642,1,2025,22,31,0,Old Dominion,1,2025,40,73.39130435,72.47058824,10,6,13,11,0,VA,NJ,FL,7,6,5
794,233277,Radford University,VA,37.136907,-80.549728,https://www.ncaa.org/about/resources/research/graduation-rates,Yes,Yes,No,No,106,6196,Undergraduate,Full-time,$110 ,3299,22574,11291,10762,1292,Total,Considered,560,590,0.953148525,106,Big South Conference,Radford University,3307,Radford University,VA,Radford,24142,5609,https://www.radford.edu/,12286,25185,31,0.9064,1061,5,16640,NA,22537,NA,latest,563,Radford,1,Radford,Highlanders,Radford,VA,Big South Conference,NA,NA,596655,1,2025,28,28,0,Radford,1,2025,39,73.93333333,70.8,15,10,4,10,0,VA,FL,MD,10,3,2
795,233295,Randolph-Macon College,VA,37.76043,-77.478416,NA,Yes,Yes,No,No,192,1423,Undergraduate,Full-time,$110 ,28549,30648,2250,1886,345,Total,Recommended,NA,NA,0.838222222,192,Old Dominion Athletic Conference,Randolph-Macon College,3309,Randolph-Macon College,VA,Ashland,23005-5505,1489,https://www.rmc.edu/,48002,48002,21,0.834,1148,5,NA,27759,NA,29417,latest,565,Randolph-Macon,3,Randolph–Macon College,Yellow Jackets,Ashland,VA,Old Dominion Athletic Conference,NA,NA,597007,3,2025,31,17,0,Randolph-Macon,3,2025,50,72.36842105,71.35483871,18,14,10,8,0,VA,MD,DE,39,4,2
796,233426,Roanoke College,VA,37.294861,-80.055467,NA,Yes,Yes,No,No,192,2094,Undergraduate,Full-time,$110 ,32723,32622,4953,3981,465,Total,Considered,630,600,0.8037553,192,Old Dominion Athletic Conference,Roanoke College,3317,Roanoke College,VA,Salem,24153-3794,1801,https://www.roanoke.edu/,36774,36774,22,0.8007,1193,5,NA,27786,NA,32137,latest,578,Roanoke,3,Roanoke College,Maroons,Salem,VA,Old Dominion Athletic Conference,NA,NA,597013,3,2025,19,21,1,Roanoke,3,2025,39,NA,NA,11,13,10,5,0,NA,NA,NA,NA,NA,NA
797,233541,Shenandoah University,VA,39.167355,-78.157433,NA,Yes,Yes,No,No,192,2219,Undergraduate,Full-time,$110 ,19659,29951,2616,1945,509,Total,Neither required nor recommended,NA,NA,0.743501529,192,Old Dominion Athletic Conference,Shenandoah University,3319,Shenandoah University,VA,Winchester,22601-5195,2127,www.su.edu/,36028,36028,13,0.7784,NA,3,NA,30055,NA,34304,latest,637,Shenandoah,3,Shenandoah University,Hornets,Winchester,VA,Old Dominion Athletic Conference,NA,NA,597034,3,2025,28,17,0,Shenandoah,3,2025,63,NA,71,16,18,15,14,0,VA,NA,NA,2,NA,NA
798,233611,Southern Virginia University,VA,37.740368,-79.35037,catalog.svu.edu/general-institutional-information/,Yes,Yes,No,No,171,1060,Undergraduate,Full-time,$110 ,6174,25220,1232,1226,342,Total,Required,623,603,0.99512987,171,USA South Athletic Conference,Southern Virginia University,3321,Southern Virginia University,VA,Buena Vista,24416,967,https://svu.edu/,20040,20040,32,0.9964,1099,5,NA,24014,NA,26686,latest,30164,Southern Va.,NA,NA,NA,NA,NA,NA,NA,NA,597202,3,2025,15,25,0,Southern Va.,3,2025,33,NA,NA,11,8,10,4,0,NA,NA,NA,NA,NA,NA
799,232609,University of Lynchburg,VA,37.399774,-79.181653,NA,Yes,Yes,No,No,192,1625,Undergraduate,Full-time,$110 ,22158,25213,3102,3005,336,Total,Neither required nor recommended,NA,NA,0.968729852,192,Old Dominion Athletic Conference,University of Lynchburg,3289,University of Lynchburg,VA,Lynchburg,24501-3113,1599,www.lynchburg.edu/,35540,35540,13,0.8219,1100,5,NA,20187,NA,21490,latest,374,Lynchburg,3,University of Lynchburg,Hornets,Lynchburg,VA,Old Dominion Athletic Conference,NA,NA,597320,3,2025,41,9,0,Lynchburg,3,2025,50,72.85714286,71.32142857,14,11,12,13,0,VA,NC,MD,39,7,1
800,233374,University of Richmond,VA,37.577393,-77.538806,www.richmondspiders.com/ViewArticle.dbml?&&DB_OEM_ID=26800&ATCLID=205184244,Yes,Yes,No,No,103,3200,Undergraduate,Full-time,$110 ,25943,48411,13955,4015,876,Total,Recommended,NA,NA,0.287710498,103,Atlantic 10 Conference,University of Richmond,3315,University of Richmond,VA,University of Richmond,23173,3002,https://www.richmond.edu/,62600,62600,12,0.2331,1474,5,NA,33417,NA,47669,latest,575,Richmond,1,Richmond,Spiders,Richmond,VA,Atlantic 10 Conference[FB 7],NA,NA,596658,1,2025,33,19,0,Richmond,1,2025,41,73.6875,72.54545455,12,9,5,11,4,PA,NJ,NY,6,5,4
801,234076,University of Virginia-Main Campus,VA,38.035665,-78.503428,https://ias.virginia.edu/university-stats-facts/graduation-retention-rates,Yes,Yes,No,No,102,17009,Undergraduate,Full-time,$110 ,3485,32829,47971,9951,3889,Total,Considered,750,750,0.207437827,102,Atlantic Coast Conference,University of Virginia-Main Campus,3335,University of Virginia-Main Campus,VA,Charlottesville,22903-2628,17315,https://www.virginia.edu/,20986,58014,22,0.1686,1488,5,22881,NA,34777,NA,latest,746,Virginia,1,Virginia,Cavaliers,Charlottesville[L 29],VA,Atlantic Coast Conference,NA,NA,596439,1,2025,32,18,0,Virginia,1,2025,43,74.56521739,73.7,11,10,11,11,0,VA,NY,MD,18,4,3
802,233897,University of Virginia's College at Wise,VA,36.970602,-82.559656,NA,Yes,Yes,No,No,160,1494,Undergraduate,Full-time,$110 ,7825,15721,1016,847,329,Total,Considered,630,600,0.833661417,160,South Atlantic Conference,University of Virginia's College at Wise,3330,University of Virginia's College at Wise,VA,Wise,24293-4400,1214,https://www.uvawise.edu/,11656,32540,32,0.9392,1104,5,11180,NA,11647,NA,latest,30181,UVA Wise,NA,NA,NA,NA,NA,NA,NA,NA,596835,2,2025,26,24,0,UVA Wise,2,2025,51,73.4137931,71.77272727,10,13,15,13,0,VA,NC,TN,18,13,13
803,234030,Virginia Commonwealth University,VA,37.54962,-77.452697,https://irds.vcu.edu/consumer-information/general-institutional-information/,Yes,Yes,No,No,103,19613,Undergraduate,Full-time,$110 ,5152,28236,17579,16308,4084,Total,Considered,660,640,0.927697821,103,Atlantic 10 Conference,Virginia Commonwealth University,3334,Virginia Commonwealth University,VA,Richmond,23284-2512,20797,https://www.vcu.edu/,16458,39042,12,0.9306,1168,5,19452,NA,28474,NA,latest,740,VCU,1,VCU,Rams,Richmond,VA,Atlantic 10 Conference,NA,NA,596436,1,2025,17,37,0,VCU,1,2025,41,74.05263158,72.40909091,10,8,6,17,0,VA,PA,CA,14,5,3
804,234085,Virginia Military Institute,VA,37.7896,-79.437067,www.vmi.edu/about/student-consumer-information/,Yes,Yes,No,No,106,1830,Undergraduate,Full-time,$110 ,7514,25668,1549,990,461,Total,Considered,650,650,0.639122014,106,Big South Conference,Virginia Military Institute,3336,Virginia Military Institute,VA,Lexington,24450-0304,1560,www.vmi.edu/,20484,51186,32,0.8173,1183,5,18849,NA,25359,NA,latest,741,VMI,1,VMI,Keydets,Lexington,VA,Southern Conference,NA,NA,596437,1,2025,27,26,0,VMI,1,2025,33,72.27777778,72.26666667,11,7,7,8,0,VA,NC,FL,26,3,1
805,233921,Virginia Polytechnic Institute and State University,VA,37.229012,-80.423675,https://aie.vt.edu/strategic-analysis/public-disclosure-requirements.html,Yes,Yes,No,No,102,30394,Undergraduate,Full-time,$110 ,1114,26950,42054,23746,6758,Total,Considered,690,720,0.564654967,102,Atlantic Coast Conference,Virginia Polytechnic Institute and State University,3332,Virginia Polytechnic Institute and State University,VA,Blacksburg,24061-0131,30435,www.vt.edu/,15478,36694,13,0.5703,1337,5,23790,NA,30568,NA,latest,742,Virginia Tech,1,Virginia Tech,Hokies,Blacksburg,VA,Atlantic Coast Conference,NA,NA,596438,1,2025,31,25,0,Virginia Tech,1,2025,46,74.2173913,72.2173913,17,8,13,8,0,VA,PA,NJ,20,4,3
806,234155,Virginia State University,VA,37.234692,-77.419026,www.govsutrojans.com/sports/2012/10/26/GEN_1026124904.aspx?tab=graduationreport,Yes,Yes,No,No,140,3651,Undergraduate,Full-time,$110 ,1774,21899,9978,9587,920,Total,Considered,530,510,0.96081379,140,Central Intercollegiate Athletic Association,Virginia State University,3339,Virginia State University,VA,Petersburg,23806,4787,www.vsu.edu/,9755,22006,21,0.891,917,5,14553,NA,22390,NA,latest,743,Virginia St.,2,Virginia State University,Trojans,Ettrick,VA,Central Intercollegiate Athletic Association,NA,NA,596944,2,2025,5,17,0,Virginia St.,2,2025,25,70,70.88888889,6,8,5,6,0,CT,DC,NY,1,1,1
807,234173,Virginia Wesleyan University,VA,36.868417,-76.18606,NA,Yes,Yes,No,No,192,1298,Undergraduate,Full-time,$110 ,28013,22625,2076,1793,341,Total,Considered,680,700,0.863680154,192,Old Dominion Athletic Conference,Virginia Wesleyan University,3341,Virginia Wesleyan University,VA,Virginia Beach,23455,1243,https://www.vwu.edu/,36960,36960,11,0.7129,1281,5,NA,20583,NA,25187,latest,745,Va. Wesleyan,3,Virginia Wesleyan University,Marlins,Virginia Beach,VA,Old Dominion Athletic Conference,NA,NA,597057,3,2025,12,18,0,Va. Wesleyan,3,2025,60,71.22222222,71.94736842,14,9,17,12,8,VA,MD,CA,20,2,1
808,234207,Washington and Lee University,VA,37.788939,-79.443018,NA,Yes,Yes,No,No,192,1831,Undergraduate,Full-time,$110 ,34883,45417,6621,1248,484,Total,Considered,750,780,0.188491164,192,Old Dominion Athletic Conference,Washington and Lee University,3342,Washington and Lee University,VA,Lexington,24450-2116,1884,www.wlu.edu/,64525,64525,32,0.1736,1504,5,NA,23911,NA,42745,latest,752,Wash. & Lee,3,Washington and Lee University,Generals,Lexington,VA,Old Dominion Athletic Conference,NA,NA,597061,3,2025,13,17,0,Wash. & Lee,3,2025,34,74.13333333,71.89473684,8,8,8,10,0,GA,VA,NY,6,6,4
809,231624,William & Mary,VA,37.269489,-76.708214,https://web3.ncaa.org/aprsearch/gsrsearch,Yes,Yes,No,No,110,6352,Undergraduate,Full-time,$110 ,5357,35267,17475,6386,1684,Total,Considered,750,770,0.365436338,110,Colonial Athletic Association,William & Mary,3264,William & Mary,VA,Williamsburg,23187-8795,6949,https://www.wm.edu/,25040,49412,23,0.3272,1458,5,22529,NA,35264,NA,latest,786,William & Mary,1,William & Mary,Tribe,Williamsburg,VA,Coastal Athletic Association[FB 6],NA,NA,596450,1,2025,21,35,0,William & Mary,1,2025,39,73.80952381,72.72222222,9,8,9,13,0,VA,PA,NC,26,3,2
810,230959,Middlebury College,VT,44.009117,-73.176068,NA,Yes,Yes,No,No,185,3027,Undergraduate,Full-time,$110 ,37362,41458,11906,1601,680,Total,Considered,750,780,0.134470015,185,New England Small College Athletic Conference,Middlebury College,3249,Middlebury College,VT,Middlebury,5753,2785,https://www.middlebury.edu/college/,65280,65280,32,0.1037,1500,5,NA,25934,NA,48804,latest,420,Middlebury,3,Middlebury College,Panthers,Middlebury,VT,New England Small College Athletic Conference,NA,NA,597334,3,2025,28,13,0,Middlebury,3,2025,35,74.16666667,71.82352941,11,10,4,10,0,CA,MA,CT,8,8,4
811,230995,Norwich University,VT,44.140237,-72.659783,www.norwich.edu/about/1277-student-outcomes,Yes,Yes,No,No,174,2969,Undergraduate,Full-time,$110 ,34116,28839,3280,2846,656,Total,Recommended,NA,NA,0.867682927,174,Great Northeast Athletic Conference,Norwich University,3250,Norwich University,VT,Northfield,05663-1035,2490,www.norwich.edu/,49600,49600,42,0.7361,1190,5,NA,25600,NA,31555,latest,511,Norwich,3,Norwich University,Cadets,Northfield,VT,Great Northeast Athletic Conference,NA,NA,596989,3,2025,12,20,0,Norwich,3,2025,39,70.73333333,68.95833333,10,10,11,8,0,NY,MA,CT,8,4,3
812,231059,Saint Michael's College,VT,44.494558,-73.167069,www.smcvt.edu/offices-and-services/institutional-research/student-right-to-know-graduation-rates/,Yes,Yes,No,No,153,1567,Undergraduate,Full-time,$110 ,31282,33769,2359,2026,316,Total,Recommended,NA,NA,0.858838491,153,Northeast 10 Conference,Saint Michael's College,3252,Saint Michael's College,VT,Colchester,5439,1157,www.smcvt.edu/,50040,50040,22,0.9185,1241,5,NA,30033,NA,34664,latest,613,Saint Michael's,2,Saint Michael's College,Purple Knights,Colchester,VT,Northeast-10 Conference,NA,NA,596933,2,2025,8,29,0,Saint Michael's,2,2025,39,73.5,71.73684211,7,12,11,9,0,MA,NY,VT,13,10,6
